lead_time,avg_price_per_room,no_of_special_requests,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,arrival_year,no_of_adults,booking_status
32,142.2,2,4,16,4,1,1,2018,3,1
47,152.2,0,11,7,4,3,1,2018,1,0
257,80.0,0,7,1,3,2,0,2017,1,1
4,119.0,0,4,14,4,2,0,2018,2,1
49,106.2,2,12,5,4,1,2,2017,2,1
5,0.0,1,5,9,1,0,1,2018,1,1
16,81.0,1,11,6,4,2,0,2017,1,1
157,78.45,1,7,27,4,5,2,2018,2,1
114,107.95,0,5,9,4,3,1,2018,2,0
122,85.0,0,4,15,3,2,0,2018,2,0
167,108.9,1,10,1,4,2,2,2018,2,0
134,65.0,0,12,4,3,2,2,2017,2,1
74,61.08,1,10,31,4,5,2,2018,2,1
210,86.0,0,10,8,3,3,1,2017,2,0
18,81.8,1,2,6,4,1,2,2018,1,1
2,162.47,2,4,27,4,4,1,2018,2,1
73,79.2,1,12,2,4,2,0,2018,1,1
147,6.0,1,4,4,4,3,1,2018,0,1
10,126.0,0,5,8,4,1,2,2018,2,0
25,60.0,0,12,27,3,1,0,2018,1,1
21,375.5,0,12,30,4,2,0,2018,3,1
95,99.9,1,10,31,4,0,1,2018,2,1
45,112.5,2,3,18,4,2,1,2018,2,1
5,140.0,2,11,4,4,2,0,2018,1,1
221,73.0,0,8,12,3,1,0,2018,1,1
7,153.5,2,9,15,4,2,0,2018,2,1
4,185.0,0,12,28,4,1,0,2018,2,1
31,149.0,2,10,25,4,3,0,2018,2,1
102,189.3,0,7,22,4,2,1,2018,2,1
12,58.0,0,1,5,3,1,0,2018,2,1
53,88.4,1,11,13,4,4,2,2018,2,1
70,113.87,2,12,8,4,3,0,2018,2,1
20,85.5,0,9,21,3,1,0,2018,2,1
32,109.87,0,9,25,4,3,2,2018,2,1
41,85.5,0,10,16,3,2,2,2018,2,1
200,90.95,1,7,15,4,7,3,2018,2,0
11,76.29,0,12,2,4,2,2,2018,2,1
104,94.5,0,7,16,4,1,0,2018,2,0
111,168.3,1,9,22,4,2,0,2018,3,0
130,114.3,0,5,5,4,3,0,2018,2,0
256,109.0,0,6,15,3,2,0,2018,2,0
68,149.1,0,7,7,4,3,0,2018,3,0
127,90.0,0,4,28,3,3,1,2018,2,0
66,149.4,1,9,8,4,3,1,2018,2,0
8,91.0,0,2,19,2,1,0,2018,2,1
211,100.0,0,5,20,3,2,0,2018,2,0
193,120.0,0,6,20,4,2,1,2018,2,0
305,89.0,0,11,4,3,2,1,2018,2,0
97,76.5,0,8,19,4,3,0,2017,2,1
5,79.0,1,2,2,4,1,0,2018,1,1
2,174.0,1,9,9,4,3,0,2017,2,1
103,134.1,0,8,29,4,1,1,2018,2,0
23,250.0,1,9,26,4,1,0,2017,2,0
107,152.1,0,8,24,4,4,0,2018,3,0
273,109.0,0,7,17,3,2,0,2017,2,0
3,228.33,1,8,15,4,2,1,2018,2,1
208,80.75,0,7,30,4,2,2,2018,2,0
227,90.95,0,8,24,4,4,1,2018,2,0
148,67.0,0,12,30,3,4,1,2017,2,1
192,95.0,0,6,24,3,2,0,2018,1,1
0,87.2,0,10,8,4,1,1,2018,2,1
192,95.0,0,6,24,3,2,0,2018,1,1
78,100.0,0,3,25,3,2,1,2018,2,0
6,87.78,1,10,19,4,2,1,2017,1,1
44,82.13,1,11,21,4,2,1,2018,2,1
275,110.0,0,4,17,4,0,2,2018,2,0
7,78.63,2,11,17,4,3,1,2018,2,1
60,0.0,0,9,21,4,1,1,2017,1,1
138,79.2,1,11,12,4,1,0,2018,1,0
30,73.37,1,11,26,4,1,2,2018,2,1
146,116.45,0,7,4,4,5,1,2018,2,0
216,177.3,0,8,6,4,1,1,2018,2,0
5,65.0,0,1,13,3,1,0,2018,1,1
68,151.2,2,10,9,4,3,2,2018,3,1
292,90.0,0,7,21,3,2,0,2018,1,1
101,63.75,1,12,8,4,1,0,2017,1,0
19,118.15,0,9,19,3,0,1,2018,2,0
10,83.55,2,2,13,4,1,1,2018,2,1
304,89.0,0,11,3,3,3,0,2018,2,0
39,101.5,0,8,14,3,2,0,2017,2,1
151,72.25,1,8,5,3,2,1,2018,2,1
29,152.0,2,10,5,4,2,0,2018,2,1
0,109.0,0,3,16,4,1,0,2018,2,1
51,87.3,1,9,7,4,1,0,2018,2,1
18,110.4,0,9,18,4,2,2,2018,3,0
53,126.9,0,5,18,4,2,0,2018,2,0
92,76.5,2,8,7,4,4,2,2017,2,0
4,72.25,0,7,16,3,2,2,2018,2,0
157,90.95,0,6,26,4,3,2,2018,2,0
82,218.96,0,4,26,4,5,0,2018,2,0
8,92.4,3,9,8,4,2,0,2017,2,1
304,89.0,0,11,3,3,3,0,2018,2,0
6,136.0,1,6,2,4,2,0,2018,2,1
22,155.77,1,9,8,4,6,2,2018,2,1
251,74.29,2,12,28,4,9,2,2018,0,0
2,130.0,2,2,3,4,4,0,2018,3,1
0,74.69,1,12,28,4,0,1,2017,2,1
1,70.0,0,6,17,3,2,1,2018,1,1
32,73.0,0,11,20,3,2,0,2017,1,1
13,75.0,0,3,20,3,0,1,2018,1,1
37,95.4,1,3,14,4,3,1,2018,2,0
0,89.0,0,4,15,4,2,1,2018,2,1
8,120.0,1,9,23,4,1,0,2017,2,0
95,60.5,0,12,29,3,4,0,2017,2,1
125,94.5,0,5,6,4,2,0,2018,2,0
130,90.0,2,11,25,4,2,0,2018,2,1
82,150.3,2,8,8,4,5,3,2018,3,0
120,85.5,1,6,27,4,2,1,2018,2,1
2,81.75,0,5,15,3,2,2,2018,2,1
94,72.25,0,11,17,4,1,0,2017,2,0
29,104.0,1,12,1,4,3,2,2018,2,1
116,57.0,0,3,5,3,5,2,2018,2,1
29,122.0,2,8,30,4,1,0,2018,2,1
11,140.0,1,11,5,4,1,0,2018,2,0
115,94.5,0,5,9,4,2,1,2018,2,0
255,62.64,0,12,27,3,3,0,2018,2,1
100,100.0,0,9,28,4,4,0,2018,2,0
64,149.4,1,9,24,4,2,2,2018,2,0
17,72.4,0,3,31,3,1,0,2018,2,1
91,121.5,2,10,7,4,1,0,2018,2,0
220,128.0,0,9,17,3,1,2,2018,1,0
44,93.6,0,5,31,4,2,0,2018,2,0
22,62.0,1,11,17,2,1,0,2017,1,1
73,170.17,0,5,7,4,4,2,2018,2,0
7,70.0,1,10,17,4,1,1,2018,2,1
119,83.0,0,3,29,3,2,0,2018,1,1
87,80.75,1,4,9,4,2,2,2018,2,1
2,93.0,0,1,24,4,2,2,2018,2,1
74,109.0,0,9,18,3,2,0,2017,2,1
62,109.8,1,9,1,4,3,0,2018,2,1
30,140.4,0,5,20,4,2,2,2018,2,0
1,184.5,2,7,8,4,2,2,2018,3,1
180,54.75,2,11,13,4,0,1,2018,2,1
20,139.0,0,7,4,4,5,1,2018,2,0
275,90.0,0,10,5,3,4,1,2018,2,0
208,80.75,0,7,30,4,2,2,2018,2,0
204,72.75,0,10,9,3,2,2,2017,2,1
287,100.3,0,9,29,4,3,1,2018,2,0
56,120.0,0,6,8,3,1,0,2018,2,1
29,66.18,1,12,2,2,2,0,2018,1,1
20,91.0,1,1,25,4,3,1,2018,2,1
15,145.0,0,10,6,4,1,0,2018,1,0
93,60.67,0,12,30,3,3,0,2017,2,1
253,90.0,0,5,4,3,4,0,2018,2,0
1,65.0,0,11,19,2,1,0,2017,1,1
33,113.0,1,11,26,4,1,0,2018,2,1
23,72.8,0,2,10,4,4,0,2018,2,0
0,179.0,2,9,15,4,1,0,2018,2,1
45,93.6,1,12,2,4,2,0,2018,2,1
56,120.0,0,6,8,3,1,0,2018,2,1
55,104.0,0,4,6,3,1,0,2018,2,1
41,62.0,0,1,20,4,4,0,2018,2,1
95,159.3,0,5,21,4,1,0,2018,3,0
185,116.1,2,9,29,4,3,2,2018,2,0
35,140.4,1,4,30,4,1,2,2018,2,1
126,97.75,0,7,6,4,4,0,2018,2,0
443,65.0,0,4,29,3,1,0,2018,2,0
290,90.95,0,10,20,4,3,2,2018,2,0
58,81.0,0,1,27,3,3,0,2018,1,1
68,65.0,1,12,2,2,1,0,2017,1,1
213,92.65,0,10,1,4,2,2,2018,2,0
4,120.5,1,6,12,4,0,2,2018,2,1
15,104.5,1,12,4,4,2,2,2017,2,1
110,121.59,1,5,13,4,2,0,2018,2,1
245,75.0,0,6,17,3,2,0,2018,2,0
123,162.0,0,9,20,4,5,1,2018,3,0
56,162.0,2,8,26,4,2,2,2018,3,1
28,95.0,0,5,19,2,2,0,2018,1,0
140,70.0,0,12,29,3,5,0,2017,2,1
122,85.0,0,4,15,3,2,0,2018,2,1
83,123.9,2,6,3,4,2,1,2018,2,1
98,91.4,0,12,26,4,3,1,2018,3,0
22,105.0,0,9,6,4,0,1,2017,2,1
104,6.0,2,8,11,4,3,0,2017,0,1
60,75.0,0,11,18,3,2,0,2018,2,1
26,109.0,2,11,2,4,3,0,2018,2,1
13,97.0,1,1,16,4,1,0,2018,2,1
68,65.0,0,9,29,3,2,0,2017,2,1
4,149.0,0,9,5,4,1,1,2018,2,0
33,75.6,1,10,7,3,3,0,2017,2,1
257,101.5,0,7,1,4,2,0,2017,2,0
98,52.7,1,12,29,3,3,0,2017,1,1
124,127.8,1,8,4,4,1,0,2018,2,1
77,116.94,0,9,22,4,4,0,2017,2,0
211,100.0,0,5,20,3,2,0,2018,2,0
100,136.0,1,5,19,4,3,1,2018,2,1
22,89.0,2,9,12,4,0,1,2018,2,1
85,99.3,0,4,7,4,3,0,2018,2,0
82,64.67,1,12,10,4,3,2,2018,2,1
53,65.75,0,3,6,4,3,2,2018,2,1
5,95.0,0,4,4,0,3,1,2018,1,1
32,73.0,0,11,20,3,2,0,2017,1,1
34,105.3,1,4,22,4,1,0,2018,2,1
55,102.6,2,11,13,4,0,1,2018,2,1
9,78.0,0,12,16,4,2,1,2018,2,1
20,153.0,1,4,10,4,0,1,2018,3,1
67,76.16,1,3,26,3,1,2,2018,2,1
11,151.0,1,7,2,4,2,2,2018,2,0
107,130.0,1,5,7,4,1,2,2018,2,0
4,97.41,0,8,2,4,1,0,2018,2,1
14,102.0,1,3,10,3,3,0,2018,3,1
20,231.0,1,7,6,4,1,0,2018,2,1
301,115.0,1,7,30,3,1,1,2018,2,0
1,109.0,0,4,23,4,1,2,2018,2,1
14,116.0,0,8,8,3,5,2,2018,2,0
219,108.0,0,9,4,4,1,0,2017,2,0
40,117.9,0,6,29,4,3,0,2018,2,1
0,65.0,1,2,29,2,0,1,2018,1,1
252,163.63,1,8,14,4,3,2,2018,2,0
10,118.0,0,3,18,4,2,0,2018,2,0
109,149.4,2,9,20,4,3,0,2018,2,1
100,82.88,0,4,26,4,4,0,2018,2,0
96,135.9,0,9,26,4,2,1,2018,2,0
165,94.56,2,8,1,4,1,1,2018,2,1
1,133.0,1,8,2,4,2,0,2018,2,1
1,102.41,0,9,20,4,3,2,2017,2,1
100,140.0,1,9,28,3,4,0,2018,2,1
0,160.0,0,9,27,2,1,0,2018,2,1
79,75.0,0,4,27,3,3,0,2018,2,1
122,86.0,0,3,27,3,1,2,2018,1,1
258,110.0,0,10,16,3,0,1,2018,2,0
45,134.1,1,6,29,4,2,0,2018,2,1
16,58.45,1,11,25,4,3,2,2018,1,0
48,81.0,0,5,22,3,2,2,2018,1,1
233,90.0,0,10,14,3,2,1,2018,2,0
377,90.0,0,10,14,3,2,0,2018,1,1
377,115.0,1,10,14,3,2,0,2018,2,0
11,85.0,0,2,13,3,3,2,2018,2,1
80,72.25,0,7,15,3,2,2,2018,2,1
101,72.25,0,7,24,3,3,2,2018,2,0
67,123.3,1,7,20,4,2,0,2018,2,1
3,150.0,2,10,30,4,0,2,2018,1,1
44,65.4,0,3,7,3,0,1,2018,1,0
86,105.0,0,9,24,3,2,0,2017,2,1
26,102.72,0,12,21,4,4,1,2018,2,0
225,103.46,0,6,28,4,5,2,2018,2,0
17,60.0,1,1,30,4,1,1,2018,2,1
35,99.0,0,9,26,3,0,1,2018,1,1
71,120.0,0,6,14,3,3,0,2018,1,1
41,105.9,2,10,16,4,2,1,2017,2,1
19,106.65,1,4,29,4,2,2,2018,2,1
49,60.0,0,11,9,3,2,1,2017,2,1
26,87.0,0,2,28,3,1,2,2018,2,1
0,79.0,0,7,20,0,1,0,2018,1,1
273,87.0,0,7,17,3,2,0,2017,1,1
52,115.09,1,10,31,4,5,1,2018,3,1
99,72.25,2,12,5,4,1,2,2017,2,1
207,99.45,1,8,23,4,4,0,2018,2,0
9,105.0,2,9,11,4,1,0,2017,2,1
123,105.61,2,12,26,4,3,1,2018,2,1
208,80.24,2,6,11,3,2,2,2018,2,1
0,104.0,0,4,9,2,1,2,2018,1,1
186,80.0,0,4,22,3,2,1,2018,2,1
8,130.0,0,11,5,3,1,0,2018,2,1
117,76.0,0,2,29,3,1,1,2018,1,1
263,67.0,0,9,21,3,0,1,2017,2,1
5,75.24,0,9,7,4,1,1,2017,2,1
58,83.3,1,3,21,4,3,1,2018,2,0
27,139.0,0,7,8,4,1,0,2018,2,0
205,90.0,0,5,29,3,1,2,2018,2,0
38,126.0,0,10,2,4,2,2,2018,2,1
228,102.85,1,10,5,4,4,0,2018,2,0
31,114.9,1,5,21,4,1,2,2018,2,1
0,77.6,0,1,30,3,1,0,2018,2,1
37,105.0,0,10,13,3,3,0,2018,2,1
164,100.0,0,10,2,3,2,0,2017,1,1
8,66.98,0,11,26,4,3,0,2017,1,1
46,79.2,0,11,22,4,1,0,2018,2,0
177,93.08,1,8,24,4,4,0,2018,2,1
77,95.2,1,4,16,4,2,2,2018,1,1
76,90.95,0,10,16,3,5,2,2018,2,1
46,128.6,2,11,19,4,1,2,2018,3,1
174,95.67,0,9,22,3,3,0,2018,1,1
257,101.5,0,7,1,3,2,0,2017,2,0
93,119.85,0,5,21,4,3,2,2018,2,0
96,90.9,1,4,8,4,1,0,2018,1,0
45,86.4,0,11,19,4,1,1,2018,1,0
75,123.3,0,7,23,4,5,2,2018,2,0
7,193.0,2,2,29,4,2,1,2018,3,1
24,118.33,1,4,15,4,2,1,2018,2,1
148,115.6,1,12,23,4,2,2,2018,3,1
1,80.0,0,1,19,3,3,0,2018,1,1
275,90.0,0,10,5,3,4,1,2018,2,0
0,106.67,0,8,22,4,1,2,2017,2,1
91,168.3,1,9,4,4,0,2,2018,3,1
7,156.0,0,6,18,4,3,2,2018,2,0
182,117.9,2,9,30,4,2,0,2018,2,0
77,132.3,1,10,6,4,3,0,2018,2,0
193,65.0,0,10,15,3,3,0,2017,2,0
198,90.0,0,9,9,4,2,1,2018,2,0
128,43.43,1,2,5,3,5,2,2018,2,1
2,97.0,2,12,18,4,2,0,2017,2,1
81,96.0,0,7,16,3,1,2,2018,2,1
298,76.0,0,5,10,3,2,0,2018,1,0
4,64.4,0,3,16,3,1,0,2018,1,1
3,80.1,1,1,16,4,2,2,2018,2,1
129,94.5,1,5,12,4,2,0,2018,2,1
29,74.8,1,11,15,4,4,0,2018,2,0
6,92.0,0,2,22,4,2,1,2018,1,0
9,89.0,0,4,19,4,1,0,2018,2,0
8,79.0,2,1,20,4,4,0,2018,2,1
15,129.0,0,8,23,4,2,0,2018,2,0
75,150.3,2,7,2,4,1,1,2018,3,1
55,84.2,1,3,5,4,6,2,2018,2,1
80,136.0,0,10,9,3,2,0,2017,2,1
55,73.8,2,11,10,4,1,0,2017,1,1
8,90.0,1,11,25,4,2,0,2018,2,1
2,197.0,1,5,27,4,1,0,2018,3,1
177,72.25,1,6,30,3,3,0,2018,2,1
1,125.0,0,5,31,4,1,0,2018,1,1
305,89.0,0,11,4,3,2,1,2018,2,0
6,149.33,1,4,2,4,1,2,2018,3,1
68,109.65,0,4,23,4,3,2,2018,2,0
54,66.5,0,10,16,3,2,2,2018,1,1
21,125.0,2,12,28,4,1,1,2017,2,1
279,80.75,1,10,10,3,2,1,2018,2,1
128,100.29,3,9,16,4,2,0,2018,2,1
31,84.9,0,3,5,4,1,2,2018,2,0
46,124.1,1,3,21,4,3,1,2018,3,0
53,120.0,0,10,14,3,1,0,2018,1,1
0,65.0,0,11,3,2,3,0,2017,1,1
0,98.0,2,12,21,4,1,0,2018,2,1
13,91.0,2,2,12,4,2,1,2018,2,1
75,78.15,0,3,21,4,1,1,2018,2,1
333,73.95,0,12,10,4,3,2,2018,2,0
188,130.0,0,6,15,3,2,0,2018,1,0
267,95.0,0,9,30,3,2,1,2018,2,0
11,114.0,1,10,23,4,2,0,2017,2,1
131,164.25,0,7,25,4,1,1,2018,1,0
107,63.75,1,8,9,3,4,2,2017,2,0
1,75.0,1,6,17,3,2,1,2018,2,1
122,85.0,0,4,15,3,2,0,2018,2,1
377,90.0,0,10,14,3,2,0,2018,1,1
48,130.0,0,9,14,3,2,0,2018,2,1
17,108.0,0,3,4,4,1,0,2018,2,1
34,67.5,0,2,9,4,4,0,2018,2,0
32,165.15,0,4,27,4,1,0,2018,2,1
86,140.0,2,12,8,4,3,0,2018,3,1
47,117.45,1,9,4,4,2,2,2018,2,1
320,115.0,1,8,18,4,2,0,2018,2,0
188,90.95,0,7,28,4,5,2,2018,2,0
88,109.8,1,4,26,4,3,0,2018,2,1
0,65.0,0,1,19,2,1,0,2018,1,1
90,126.9,1,8,20,4,1,1,2018,2,1
4,169.0,0,9,15,4,3,2,2018,2,1
138,63.36,0,2,28,4,1,2,2018,2,0
58,128.1,1,9,4,4,4,2,2018,2,0
189,72.25,0,8,8,3,3,1,2018,2,1
164,100.0,0,10,2,3,2,0,2017,1,1
276,95.0,0,9,22,3,3,0,2018,2,0
239,90.6,0,6,15,4,2,0,2018,1,0
9,171.0,2,8,8,4,2,1,2018,2,1
54,118.8,2,4,10,4,1,2,2018,2,1
174,95.67,0,9,22,3,3,0,2018,1,1
144,177.65,1,5,27,4,2,2,2018,2,0
305,89.0,0,11,4,3,2,1,2018,2,0
113,100.0,0,5,31,2,3,0,2018,1,0
83,105.3,1,7,23,4,1,0,2018,2,1
1,129.0,0,3,19,4,1,0,2018,2,1
158,96.3,0,8,29,4,2,1,2018,2,0
111,96.67,0,6,1,3,3,0,2018,2,1
25,185.0,0,9,18,4,0,1,2018,3,1
7,156.0,1,6,19,4,2,2,2018,2,1
111,155.7,1,8,11,4,2,0,2018,3,1
207,99.45,0,8,7,4,2,2,2018,2,0
96,68.0,1,7,23,4,2,0,2017,1,0
1,0.0,0,11,5,1,2,0,2017,1,1
65,123.98,0,9,5,4,3,1,2018,2,1
1,166.0,3,8,3,4,1,0,2018,2,1
257,65.29,2,10,4,4,3,2,2017,2,1
36,123.84,2,9,25,4,3,2,2018,2,1
301,52.0,0,11,18,3,2,0,2018,2,0
4,175.0,2,8,30,4,2,0,2018,3,1
247,90.0,0,6,6,3,1,1,2018,1,1
22,154.0,1,11,17,4,3,0,2018,3,0
205,63.75,0,12,7,4,4,0,2018,2,0
74,99.45,0,4,13,4,4,0,2018,2,1
180,120.0,1,10,10,3,2,1,2018,1,0
76,69.52,1,3,14,4,2,1,2018,2,1
317,120.0,0,9,15,4,2,0,2018,2,0
4,151.0,1,7,5,4,1,0,2018,1,1
63,134.47,2,4,25,4,4,1,2018,3,1
101,132.6,1,5,5,4,3,2,2018,2,1
150,76.5,1,8,14,4,2,1,2017,2,1
4,1.0,1,1,22,1,2,0,2018,2,1
42,113.6,0,3,20,4,2,2,2018,2,0
56,194.5,1,11,6,4,0,2,2018,3,0
8,149.0,1,9,7,4,2,0,2018,2,1
6,78.69,0,11,17,4,5,2,2018,2,0
21,66.0,0,2,25,2,1,0,2018,1,0
23,85.0,0,10,9,3,1,2,2018,2,1
97,79.2,1,11,5,4,1,1,2018,2,0
193,90.95,0,7,13,4,7,2,2018,2,0
130,159.3,0,6,2,4,3,0,2018,3,0
10,117.67,1,9,3,4,3,0,2017,2,1
7,118.2,1,12,31,4,4,2,2018,2,1
75,150.45,0,5,9,4,6,3,2018,3,1
4,70.0,0,12,16,3,1,0,2018,1,1
92,134.1,1,8,20,4,3,2,2018,2,0
119,114.3,1,8,16,4,2,0,2018,2,1
30,121.0,0,9,30,3,2,0,2017,2,1
94,80.75,1,3,28,3,4,1,2018,2,1
145,115.32,0,8,15,4,2,1,2018,2,1
58,85.0,1,8,24,3,4,0,2018,2,1
3,81.3,1,12,27,4,1,2,2017,2,1
45,86.4,2,12,8,4,3,0,2018,1,1
32,136.0,1,10,24,4,1,1,2017,1,1
43,97.0,1,11,16,4,1,0,2018,2,1
0,139.0,0,10,20,4,1,0,2017,1,1
102,109.0,0,10,16,3,2,0,2017,2,1
158,99.45,0,8,1,4,5,2,2018,2,0
160,130.05,0,8,1,4,4,1,2018,3,0
8,94.0,0,10,28,0,2,2,2018,1,1
26,121.0,2,5,22,4,0,2,2018,2,1
0,55.0,1,3,2,2,2,0,2018,1,1
106,38.67,0,3,10,3,3,0,2018,2,1
13,85.0,1,3,20,3,0,1,2018,2,1
13,99.95,1,10,20,4,5,0,2017,2,1
127,85.5,1,6,29,4,3,0,2018,2,1
179,113.4,0,9,30,4,2,2,2018,2,0
101,95.88,0,6,17,3,2,0,2018,2,0
1,124.0,1,8,2,4,2,0,2018,2,1
211,100.0,0,5,20,3,2,0,2018,2,0
78,60.0,1,2,20,3,2,2,2018,2,1
13,158.95,1,7,21,2,1,0,2018,2,1
5,65.0,0,5,9,2,1,1,2018,1,1
67,104.76,1,9,5,4,4,1,2018,1,1
61,155.52,3,11,6,4,3,2,2018,1,1
184,69.9,0,11,24,4,3,0,2018,2,0
221,115.5,2,9,29,4,3,0,2018,1,0
49,76.5,0,9,2,3,3,0,2017,2,1
73,159.3,0,4,3,4,1,2,2018,2,0
101,103.6,0,4,11,4,2,1,2018,2,1
51,135.9,2,9,26,4,1,1,2018,2,1
32,85.0,0,10,17,3,5,2,2018,2,1
0,108.8,0,5,10,3,3,0,2018,1,1
153,90.46,0,7,15,4,5,2,2018,1,0
1,82.0,0,1,3,4,0,2,2018,1,1
77,140.4,0,5,1,4,0,2,2018,2,1
68,68.0,0,7,4,4,1,2,2017,1,0
3,139.0,0,7,8,4,2,0,2018,2,0
34,224.67,0,9,23,3,3,0,2017,2,0
180,100.0,1,5,2,3,1,1,2018,2,1
83,96.3,1,4,25,4,2,1,2018,2,1
24,60.75,1,11,3,3,4,0,2017,3,1
2,97.54,1,11,22,4,4,0,2018,2,1
91,52.02,1,4,1,4,2,2,2018,2,1
175,99.45,1,7,10,4,6,4,2018,2,1
102,109.0,0,10,16,3,2,0,2017,2,1
18,80.0,0,12,11,3,0,1,2018,2,1
304,20.0,0,12,29,1,3,2,2018,1,1
79,76.5,0,4,2,4,1,1,2018,2,0
125,121.55,2,6,27,4,5,1,2018,3,1
10,87.0,0,2,22,3,3,1,2018,1,1
2,75.0,0,6,30,3,1,0,2018,2,1
1,79.0,1,11,29,2,1,0,2018,1,1
117,94.5,0,8,1,3,1,2,2017,2,0
106,140.0,2,12,25,4,0,1,2018,3,0
63,144.9,2,8,9,4,2,0,2018,2,1
237,80.75,0,9,14,4,2,1,2017,1,0
83,0.0,0,12,17,1,0,0,2017,1,1
113,79.0,0,11,13,2,4,2,2018,1,0
24,107.1,0,9,26,4,1,1,2018,2,0
110,108.0,1,10,12,4,1,0,2018,2,0
150,120.82,0,7,7,4,5,2,2018,2,0
72,149.4,2,5,2,4,1,1,2018,2,1
6,156.5,1,7,3,4,2,2,2018,1,1
46,90.55,1,10,2,4,2,2,2018,2,1
39,242.77,1,10,17,4,3,1,2018,3,1
247,115.0,1,6,6,3,1,1,2018,2,0
16,148.0,1,12,30,4,2,0,2018,2,1
290,90.95,0,10,20,4,3,2,2018,2,0
13,118.0,0,2,28,4,3,2,2018,1,1
22,82.33,0,2,4,4,3,0,2018,1,0
47,118.8,1,10,4,4,3,0,2018,2,1
185,113.4,2,10,10,4,3,1,2018,2,0
12,63.37,0,1,10,4,1,2,2018,1,1
79,126.0,1,12,27,4,1,0,2018,2,1
74,0.0,0,9,18,4,2,0,2017,1,1
192,95.0,0,6,24,3,2,0,2018,1,1
63,144.5,2,4,13,4,4,0,2018,2,0
37,95.0,0,10,13,3,3,0,2018,1,1
116,105.3,1,7,28,4,1,0,2018,2,1
168,126.41,2,7,17,4,5,2,2018,3,0
21,182.0,3,6,28,4,4,0,2018,3,1
135,101.7,1,5,28,4,1,2,2018,2,1
188,130.0,0,6,15,3,2,0,2018,1,0
244,92.4,1,10,30,4,1,2,2018,2,1
100,100.63,0,11,13,4,2,2,2018,2,0
26,145.0,2,4,15,4,2,0,2018,2,1
4,149.0,1,9,6,4,5,0,2018,2,1
2,79.0,1,6,13,4,0,1,2018,2,1
63,63.75,1,3,10,4,3,1,2018,2,1
122,94.5,0,5,17,4,3,0,2018,2,1
64,140.0,0,5,17,2,2,0,2018,2,0
2,81.0,0,1,20,4,2,0,2018,2,1
2,110.0,0,4,20,2,1,0,2018,1,1
41,137.7,2,7,17,4,1,2,2018,3,1
8,112.5,0,2,28,4,2,2,2018,2,0
80,85.5,1,4,13,4,1,0,2018,2,1
62,75.0,0,9,21,3,1,0,2018,1,1
256,115.0,1,6,15,3,2,0,2018,2,0
9,65.29,1,11,13,4,3,2,2018,2,1
5,65.0,1,10,3,2,0,1,2018,1,1
37,76.5,1,10,19,3,1,0,2018,2,1
1,89.25,2,10,17,4,2,2,2017,2,1
47,85.0,0,3,20,3,2,2,2018,2,0
123,143.1,1,9,20,4,5,1,2018,2,0
109,108.0,0,10,11,4,1,0,2018,2,0
4,139.0,1,7,16,4,1,0,2018,2,1
66,75.0,0,10,9,3,2,1,2017,2,0
56,185.0,0,9,25,3,2,2,2017,2,1
10,110.0,0,9,26,0,3,1,2018,1,1
17,177.0,0,6,16,4,2,0,2018,3,0
1,65.0,0,3,2,2,1,0,2018,1,1
182,94.5,1,8,3,4,1,0,2018,2,0
36,71.0,0,1,19,3,2,0,2018,1,1
3,96.0,1,12,5,4,0,1,2018,1,1
2,84.0,1,12,8,4,1,0,2018,2,1
43,122.4,0,11,1,4,4,0,2018,3,1
117,105.3,0,5,6,4,2,1,2018,2,0
122,85.0,0,4,15,3,2,0,2018,2,1
20,160.0,1,7,5,4,1,0,2018,2,1
103,99.45,2,5,1,4,2,2,2018,2,1
0,101.0,0,1,19,4,3,0,2018,2,1
7,111.0,2,2,23,4,4,0,2018,2,1
61,256.1,0,7,10,4,1,2,2018,4,0
107,127.1,1,8,20,4,1,2,2018,2,1
188,102.5,1,9,6,4,0,2,2017,2,0
3,153.0,0,8,11,4,1,0,2017,2,1
63,89.25,0,9,6,4,0,1,2017,2,1
98,85.6,1,4,8,4,2,0,2018,2,0
40,70.0,0,10,5,3,1,1,2017,2,1
105,70.0,0,10,12,3,3,0,2018,1,1
245,110.0,0,7,6,3,4,2,2018,1,0
69,137.7,2,7,27,4,3,0,2018,3,1
56,105.75,2,12,30,4,4,1,2017,2,1
32,73.0,0,11,20,3,2,0,2017,1,1
31,125.1,2,9,11,4,0,1,2018,2,1
66,132.9,1,9,1,4,3,0,2018,2,1
275,62.8,0,6,4,3,1,1,2018,2,0
5,105.0,1,12,20,4,1,0,2018,2,1
37,105.0,0,10,13,3,3,0,2018,2,1
119,0.0,0,6,7,4,0,0,2018,1,1
50,71.33,0,12,31,3,3,0,2017,2,1
1,89.3,1,1,9,4,1,1,2018,2,1
124,118.8,1,7,16,4,1,2,2018,2,0
35,136.2,2,6,9,4,3,0,2018,2,1
16,43.0,0,1,31,3,2,2,2018,1,1
204,168.3,2,9,12,4,1,1,2018,3,0
32,65.0,1,7,4,2,1,1,2018,1,1
79,102.6,1,11,17,4,3,0,2018,2,0
176,137.7,2,8,6,4,1,2,2018,3,0
75,140.4,0,5,26,4,2,0,2018,2,0
12,129.5,2,5,16,4,0,1,2018,2,1
68,131.4,1,8,30,4,5,1,2018,2,1
